origen,destino,nombre_transportista,total_viajes,codigo,codigo_referencia,direccion,ciudad,provincia,pais,nif,telefono,telefono_movil,email,adr,completo
VALENCIA,LA RIOJA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
VALENCIA,LA RIOJA,GRUPAJES ESTRATEGICOS  S.L.,686,,,,,,,,666676078,,grupajes.es@gmail.com,,NO
VALENCIA,LA RIOJA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,LA RIOJA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
VALENCIA,LUGO,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
VALENCIA,LUGO,GALITRUCK LOGISTICA  S.L.,1241,,,,,,,,687 05 96 51 ,,galitrucklogistica@galitruck.com,,SI
VALENCIA,LUGO,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
VALENCIA,MADRID ,TRANS JOAQUIN BUENDIA  S.L.U.,182,,,,,,,,675518884,,info@transjbuendia.com,,
VALENCIA,MADRID ,TRANSMUAL  SOLUCIONES LOGISTICAS  S.L.,1747,,,,,,,,623588315,,trafico@logisticatransmual.com,,
VALENCIA,MADRID ,TRANS ARIJA  S.L.,1363,,,,,,,,,,trans-arija@hotmail.com,,
VALENCIA,MADRID ,OÑORO FERNANDEZ MIGUEL ANGEL,1648,,,,,,,,616443098,,transporte_syo@hotmail.com,,
VALENCIA,MADRID ,NINJATRUCK  S.L. ONTRUCK,278,,,,,,,,,,ops@ontruck.com,,
VALENCIA,MADRID ,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
VALENCIA,MADRID ,PARRA SANJUAN  JUAN ANTONIO,1848,,,,,,,,,,parrajuan2001.jp@gmail.com,,
VALENCIA,MADRID ,BUENDIA DOMINGUEZ ANA P. ,1066,,,,,,,,,,annbuendia@gmail.com,,
VALENCIA,MADRID ,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
VALENCIA,MADRID ,JULIO SANCHIS MORA,1302,,,,,,,,,,lachata-18@hotmail.com,,
VALENCIA,MADRID ,GRUPO FERDITRANS  S.L.,2150,,,,,,,,618400421,,,,
VALENCIA,MADRID ,VELOCITY TRANSINTERNACIONAL  S.L.,491,,,,,,,,656388570,,trafico@transportevelocity.com,,
VALENCIA,MADRID ,TTES. CTRA. HNOS RUBIO DE VALVERDE S.L.,1500,,,,,,,,607537731,,,,
VALENCIA,MADRID ,COOP TRANSPORTES SAN CRISTOBAL,307,,,,,,,,692200362,,administracion@cointrans.es,,
VALENCIA,MADRID ,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
VALENCIA,MADRID ,VICENTE ROS PANACH,3,,,,,,,,649975416,,transportespanach@gmail.com,,
VALENCIA,MADRID ,ADRIAN TRIBALDOS GARCIA,2174,,,,,,,,,,transatribaldos@hotmail.com,,
VALENCIA,MADRID ,VERDET CARRATALA  S.A.,237,,,,,,,,,,vercasa@vercasa.net,,
VALENCIA,MADRID ,RUBIO ESCOBAR FRANCISCO JAVIER,1222,,,,,,,,609178662,,jrubiogrillo@gmail.com,,
VALENCIA,MADRID ,JUAN ANTONIO GARCIA GOMEZ,1,,,,,,,,639004672,,JUANGARGO@GMAIL.COM,,
VALENCIA,MADRID ,MARIN ROIG RODRIGUEZ  EDUARDO,1720,,,,,,,,,,eduardomarin1968@gmail.com,,
VALENCIA,MADRID ,TRANSRIBERA COOP.V.,223,,,,,,,,,,,,
VALENCIA,MADRID ,TRANSIBERIAN CARGO  S.L.,2237,,,,,,,,,,f.mota@trnasiberiancargo.com,,
VALENCIA,MADRID ,ONTIME PLATAFORMA NORESTE  S.L.,1721,,,,,,,,,,asegura@ontimelogistica.com,,
VALENCIA,MADRID ,VICTORIANO SAIZ ECHEVARRIA E HIJOS  S.L.,989,,,,,,,,,,v.saiz.echevarria@gmail.com,,
VALENCIA,MADRID ,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
VALENCIA,MADRID ,TRANSPORTES BERNAL NIETO  S.L.,1421,,,,,,,,,,alex.pedreno@transbernalnieto.es,,
VALENCIA,MADRID ,GARECA ACOSTA  VENTURA EDIL,2286,,,,,,,,,,VENTU1405@HOTMAIL.COM,,
VALENCIA,MADRID ,RUBICOTRANS  S.L.,1976,,,,,,,,,,ribicotransl@gmail.com,,
VALENCIA,MADRID ,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,MADRID ,TRANSFONT  S.L.,1756,,,,,,,,,,transfont@transfont.com,,
VALENCIA,MADRID ,MARIA PILAR NIEVES LOPEZ PLA,2387,,,,,,,,,,javiermartinezcuenca@hotmail.com,,
VALENCIA,MALAGA,TRANS BULL & SERR SL,419,,,,,,,,666449512,,info@transportesbulnes.com,,
VALENCIA,MALAGA,LOGISTICA Y PAQUETERÍA HORECA  S.L.,247,,,,,,,,,,trafico2@lphlogistica.com,,
VALENCIA,MALAGA,VERDET CARRATALA  S.A.,237,,,,,,,,,,vercasa@vercasa.net,,
VALENCIA,MALAGA,ALEJANDRO TOMAS IZQUIERDO TENA,1560,,,,,,,,,,amit.transportes@gmail.com,,
VALENCIA,MALAGA,JUAN ANTONIO GARCIA GOMEZ,1,,,,,,,,639004672,,JUANGARGO@GMAIL.COM,,
VALENCIA,MALAGA,TRANSPORTES MONTES Y REINA  S.L.L.,2224,,,,,,,,,,trafico@montesyreina.com,,
VALENCIA,MALAGA,JOSE PALOMINO SANCHEZ,1097,,,,,,,,,,LOGIST.SAN1@GMAIL.COM,,
VALENCIA,MALAGA,TRANSPORTES MARCOGAR  S.L,2060,,,,,,,,,,molinaygarcia@hotmail.com,,
VALENCIA,MALAGA,VICENTE ROS PANACH,3,,,,,,,,649975416,,transportespanach@gmail.com,,
VALENCIA,MALAGA,MARIN ROIG RODRIGUEZ  EDUARDO,1720,,,,,,,,,,eduardomarin1968@gmail.com,,
VALENCIA,MALAGA,JAVIER ARMENTA DOMINGUEZ  S.L.,2297,,,,,,,,678688664,,visigodo10@hotmail.com,,
VALENCIA,MALAGA,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
VALENCIA,MALAGA,TRANSPORTES A J LOPEZ CARRION  S.L.,2226,,,,,,,,,,transporteslopcarr@gmail.com,,
VALENCIA,MALAGA,GUERRERO QUINTERO  JOSE,2381,,,,,,,,,,,,
VALENCIA,MELILLA,RHENUS LOGISTICS  S.A.U.,159,,,,,,,,,,daniela.pasten@es.rhenus.com,,
VALENCIA,MILAN,EXE GLOBAL FORWARDERS  S.L.(ENVIOXENVIO),1415,,,,,,,,,,trafico@envioxenvio.es,,
VALENCIA,MURCIA,MULTISERVICIOS EXPRESS  S.L.,1684,,,,,,,,638776748,,trafico.gestion@multiserviciosexpress.es,,
VALENCIA,MURCIA,TRANSPORTES GUERRERO 96  S.L.,203,,,,,,,,696443003,,sandra@transportesguerrero.es,,
VALENCIA,MURCIA,SEBASTIAN ORTEGA PEREZ,2,,,,,,,,677477987,,sebas.ortega.perez@gmail.com,,
VALENCIA,MURCIA,CARTRANS  SOC. COOP,2230,,,,,,,,,,trafico@transportescartrans.es,,
VALENCIA,MURCIA,VELOCITY TRANSINTERNACIONAL  S.L.,491,,,,,,,,656388570,,trafico@transportevelocity.com,,
VALENCIA,MURCIA,OPERTRANS LOGISTIC  S.L.U,771,,,,,,,,,,admin@opertrans.com,,
VALENCIA,NAVARRA,JORGE BONDIA TRANSPORTS  S.L.,113,,,,,,,,670 35 79 19 ,,sybtrans@hotmail.com,,NO
VALENCIA,NAVARRA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
VALENCIA,NAVARRA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
VALENCIA,NAVARRA,GRUPAJES ESTRATEGICOS  S.L.,686,,,,,,,,666676078,,grupajes.es@gmail.com,,NO
VALENCIA,NAVARRA,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
VALENCIA,NAVARRA,FRANCISCO REOLID ZORRILLA,88,,,,,,,,,,trafico@pacoreolid.es,,
VALENCIA,NAVARRA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
VALENCIA,NAVARRA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
VALENCIA,NAVARRA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,NAVARRA,GRUPO LOGISTICO ARNEDO  S.L.U.,95,,,,,,,,,,teo.calvo@grupoarnedo.com,,
VALENCIA,ORENSE,GALITRUCK LOGISTICA  S.L.,1241,,,,,,,,687 05 96 51 ,,galitrucklogistica@galitruck.com,,SI
VALENCIA,ORENSE,GAGOTRANS LALIN  S.L.,90,,,,,,,,,,trafico@gagotrans.com,,
VALENCIA,PALENCIA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
VALENCIA,PALENCIA,TRANSPORTES DEL OLMO HERMANOS S.A,197,,,,,,,,,,trafico@transportesdelolmo.es,,
VALENCIA,PALENCIA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
VALENCIA,PALENCIA,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
VALENCIA,PALENCIA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,PONTEVEDRA,GALITRUCK LOGISTICA  S.L.,1241,,,,,,,,687 05 96 51 ,,galitrucklogistica@galitruck.com,,SI
VALENCIA,PONTEVEDRA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
VALENCIA,PONTEVEDRA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
VALENCIA,PONTEVEDRA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,PONTEVEDRA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
VALENCIA,PORTUGAL,ICTL - LOGISTICA  LDA,1933,,,,,,,,,,ictllogistica@gmail.com,,
VALENCIA,PORTUGAL,TRANSMEC DE BORTOLI GROUP ESPAÑA  S.A,1013,,,,,,,,,,a.loeches@tdbg.es,,
VALENCIA,PORTUGAL,EXE GLOBAL FORWARDERS  S.L.(ENVIOXENVIO),1415,,,,,,,,,,trafico@envioxenvio.es,,
VALENCIA,PORTUGAL DACHSER,ICTL - LOGISTICA  LDA,1933,,,,,,,,,,ictllogistica@gmail.com,,
VALENCIA,PORTUGAL,SANER-TTES.INTERNACIONALES  S.A.,168,,,,,,,,,,mortiz@saner.es,,
VALENCIA,PORTUGAL,HIRUTRANS GARRAIOAK  S.L. (HTG EXPRESS),1561,,,,,,,,,,admon@htg-express.com,,
VALENCIA,SALAMANCA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
VALENCIA,SALAMANCA,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
VALENCIA,SALAMANCA,LIMIA HERNANDEZ FRANCISCO,1631,,,,,,,,606302222,,,,
VALENCIA,SALAMANCA,EUROPILLOW  S.L.,269,,,,,,,,,,ctir.salamanca@gmail.com,,
VALENCIA,SALAMANCA,TTES HERMANOS MARTIN HIDALGO 2017 S.L.,398,,,,,,,,,,jesusmartinhidalgo@yahoo.es,,
VALENCIA,SALAMANCA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
VALENCIA,SALAMANCA,MARTIN FRANCO 2006 S.L.,872,,,,,,,,,,martinfranco2006@hotmail.com,,
VALENCIA,SALAMANCA,JUAN ANTONIO MORO DOMINGUEZ,1932,,,,,,,,,,juan.moro@yahoo.es,,
VALENCIA,SALAMANCA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,SALAMANCA,TRANSPORTES POLIDORO  S.L.,1751,,,,,,,,667445062,,polidoro@hotmail.es,,
VALENCIA,SALAMANCA,HERMITRANSA  S.L.,1244,,,,,,,,,,HERMITRANSA@GMAIL.COM,,
VALENCIA,SEGOVIA,LEMAN LTS  S.L.,2080,,,,,,,,,,trafico@pereztejedor.com,,
VALENCIA,SEGOVIA,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
VALENCIA,SEGOVIA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
VALENCIA,SEGOVIA,VELOCITY TRANSINTERNACIONAL  S.L.,491,,,,,,,,656388570,,trafico@transportevelocity.com,,
VALENCIA,SEGOVIA,MOTRANSVAL  S.L.,1807,,,,,,,,,,pablorozalen@montransval.com,,
VALENCIA,SEGOVIA,CEDIPACA  S.A.,48,,,,,,,,,,"logistica@patatascatalan.es
",,
VALENCIA,SEGOVIA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,SEGOVIA,DISTRIBUCION ALIMENTARIA BARTOLOME SANZ ,806,,,,,,,,629804332,,distrubal@hotmail.com,,
VALENCIA,SEVILLA,JULIO SANCHIS MORA,1302,,,,,,,,,,lachata-18@hotmail.com,,
VALENCIA,SORIA,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
VALENCIA,SORIA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
VALENCIA,SORIA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
VALENCIA,SORIA,HERNANDEZ DURAN IVAN,1888,,,,,,,,670095155,,transportesivanhernandez23@gmail.com,,
VALENCIA,SORIA,RUBEN PESCADOR PALACIN,604,,,,,,,,,,,,
VALENCIA,SORIA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,TARRAGONA,TRANSMUAL  SOLUCIONES LOGISTICAS  S.L.,1747,,,,,,,,623588315,,trafico@logisticatransmual.com,,
VALENCIA,TARRAGONA,ENVIOS RAPIDOS VALENCIA  S.L (RAMONEDA),1940,,,,,,,,691561497,,jsoriano@ramoneda.es,,
VALENCIA,TARRAGONA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
VALENCIA,TARRAGONA,MOTRANSVAL  S.L.,1807,,,,,,,,,,pablorozalen@montransval.com,,
VALENCIA,TARRAGONA,ONTIME CATALUNYA  S.L.U.,2365,,,,,,,,,,,,
VALENCIA,TARRAGONA,O.T. ALCAHUZ  S.L.,475,,,,,,,,,,traficolevente@otalcahuz.com,,
VALENCIA,TARRAGONA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
VALENCIA,TARRAGONA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,TERUEL,JORGE BONDIA TRANSPORTS  S.L.,113,,,,,,,,670 35 79 19 ,,sybtrans@hotmail.com,,NO
VALENCIA,TERUEL,NAYATRANS LOGISTICA  S.L.,139,,,,,,,,,,trafico@nayatrans.com,,
VALENCIA,TERUEL,VELOCITY TRANSINTERNACIONAL  S.L.,491,,,,,,,,656388570,,trafico@transportevelocity.com,,
VALENCIA,TERUEL,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
VALENCIA,TERUEL,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
VALENCIA,TERUEL,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,TERUEL,VANESSA DE LA ROSA ENCARNACION,2384,,,,,,,,,,vanelogistica.rl@gmail.com,,
VALENCIA,TERUEL,TRANSPORTES GARGON  S.L,1169,,,,,,,,,,trafico@gargonteruel.com,,
VALENCIA,TOLEDO,TRANS JOAQUIN BUENDIA  S.L.U.,182,,,,,,,,675518884,,info@transjbuendia.com,,
VALENCIA,TOLEDO,NINJATRUCK  S.L. ONTRUCK,278,,,,,,,,,,ops@ontruck.com,,
VALENCIA,TOLEDO,BUENDIA DOMINGUEZ ANA P. ,1066,,,,,,,,,,annbuendia@gmail.com,,
VALENCIA,TOLEDO,TRANSPORTES JOSE-ANGEL MORENO SL,1484,,,,,,,,658777411,,transportesjoseamf@gmail.com,,
VALENCIA,TOLEDO,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
VALENCIA,TOLEDO,TRANS ARIJA  S.L.,1363,,,,,,,,,,trans-arija@hotmail.com,,
VALENCIA,TOLEDO,PARDO DIAZ FRANCISCO,1670,,,,,,,,607601021,,,,
VALENCIA,TOLEDO,QUALITY ROAD TRANSPORT  S.L. (QRT),2211,,,,,,,,,,trafico@qrtransport.es,,
VALENCIA,TOLEDO,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
VALENCIA,TOLEDO,VELOCITY TRANSINTERNACIONAL  S.L.,491,,,,,,,,656388570,,trafico@transportevelocity.com,,
VALENCIA,TOLEDO,PEDRO LUIS SUAREZ FERNANDEZ ,2343,,,,,,,,,,pedroluisvigo@gmail.com,,
VALENCIA,TOLEDO,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,INGLATERRA,MARTIN & ZARCO LOGISTIC  S.L.,2086,,,,,,,,,,"javier@mzlogistic.com,beatriz@mzlogistic.com",,
VALENCIA,VIZCAYA,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
VALENCIA,VIZCAYA,JORGE BALLESTEROS ALONSO ,1441,,,,,,,,,,,,
VALENCIA,VIZCAYA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
VALENCIA,VIZCAYA,CAR VOLUM S.L.,2153,,,,,,,,,,,,
VALENCIA,VIZCAYA,TRANS OGUETA  S.L.,2156,,,,,,,,,,castilla.cargas@transogueta.com,,
VALENCIA,VIZCAYA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
VALENCIA,VIZCAYA,ALMACENAJE Y DISTRIBUCIÓN DEL NORTE  S.L,28,,,,,,,,,,comercial@aldinor.com,,
VALENCIA,VIZCAYA,PORTAL LOGISTICO DELGADO  S.L.,538,,,,,,,,649975513,,jose@delgadomegias.com,,
VALENCIA,VIZCAYA,PARRA SANJUAN  JUAN ANTONIO,1848,,,,,,,,,,parrajuan2001.jp@gmail.com,,
VALENCIA,VIZCAYA,LGK  S.L.,600,,,,,,,,,,LGK@LGK.ES,,
VALENCIA,VIZCAYA,TRANSMARIA 2012  S.L.,2187,,,,,,,,,,trafico.transmaria2012@gmail.com,,
VALENCIA,VIZCAYA,TRANSPORTES MARTIN PINA  S.L.,2209,,,,,,,,,,trafico@transportesmartinpina.com,,
VALENCIA,VIZCAYA,COOP. DE TRANSPORTES PAJARIEL SOC.COOP. ,2222,,,,,,,,,,cotrapa@cotrapa.com,,
VALENCIA,VIZCAYA, ROBERTRANSP VIZCAYA  S.L.,638,,,,,,,,,,robertrans@robertrans.com,,
VALENCIA,VIZCAYA,TRANSPORTES TENA  S.L.,2207,,,,,,,,,,roberto@transportestena.com,,
VALENCIA,VIZCAYA,COTRALI ZARAGOZA  S.L.,274,,,,,,,,,,NLOPEZ@COTRALI.COM,,
VALENCIA,VIZCAYA,TRANS RUBIO  S.A.,183,,,,,,,,,,info@transrubio.com,,
VALENCIA,VIZCAYA,TRANSPORTES EL MIELERO  S.L.,198,,,,,,,,,,transerranos@hotmail.com,,
VALENCIA,VIZCAYA,SERAPOTRANS COOP. VALENCIANA,1715,,,,,,,,623342475,,,,
VALENCIA,VIZCAYA,IBERTRANS 68 S.L.,1823,,,,,,,,,,,,
VALENCIA,VIZCAYA,JULIO SANCHIS MORA,1302,,,,,,,,,,lachata-18@hotmail.com,,
VALENCIA,VIZCAYA,TRANSRIBERA COOP.V. (SALVADOR POVEDA VA),2252,,,,,,,,,,salvadorpoveda46@gmail.com,,
VALENCIA,VIZCAYA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
VALENCIA,VIZCAYA,SCHENKER LOGISTICS  S.A.U.,1458,,,,,,,,,,,,
VALENCIA,VIZCAYA,GONHER-EXPRESS S.L.,1909,,,,,,,,,,,,
VALENCIA,VIZCAYA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,VIZCAYA,TRANSPORTES RODRIGUEZ CARNERO  S.L.,1464,,,,,,,,687694644,,,,
VALENCIA,VIZCAYA,RAFEL REBOLLAR SANCHEZ,2036,,,,,,,,,,transportes@yahoo.es,,
VALENCIA,VIZCAYA,VERDET CARRATALA  S.A.,237,,,,,,,,,,vercasa@vercasa.net,,
VALENCIA,VIZCAYA,VILA VALIENTE TRANSPORTES  S.L.,240,,,,,,,,,,trafico@vilavaliente.es,,
VALENCIA,VIZCAYA,TRANSPORTES AQUINO ESPINOZA  S.L. ,707,,,,,,,,,,herbert_197@hotmail.com,,
VALENCIA,VIZCAYA,LOGISTICA MARKEL  S.L.,2011,,,,,,,,,,,,
VALENCIA,VIZCAYA,EMDIPA S.L,1093,,,,,,,,,,ops.mad@emdipa.com,,
VALENCIA,VIZCAYA,TRANSPALOMARES LLONGO  S.L.,991,,,,,,,,625378983,,transpalomares@transpalomares.com,,
VALENCIA,VIZCAYA,MOVENTIA LOGISTICA S.L.,138,,,,,,,,669682321 Pedro,,j.martinez@moventialogistica.com,,
VALENCIA,VIZCAYA,ALQUILERES ORTIZ SOLIS,1974,,,,,,,,,,trafico@transortiz.es,,
VALENCIA,VIZCAYA,SERVICIOS LOGISTICOS KAORSA  S.L.,2356,,,,,,,,,,a.ortiz.zarate@gmail.com,,
VALENCIA,VIZCAYA,MIGUEL ANGEL OLAVE VALGAÑON,633,,,,,,,,,,transportesolave@hotmail.com,,
VALENCIA,VALLADOLID,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
VALENCIA,VALLADOLID,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
VALENCIA,VALLADOLID,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
VALENCIA,VALLADOLID,MIHAI ANDREI,1737,,,,,,,,635813241,,mihaijnb36@gmail.com,,NO
VALENCIA,VALLADOLID,VELOCITY TRANSINTERNACIONAL  S.L.,491,,,,,,,,656388570,,trafico@transportevelocity.com,,
VALENCIA,VALLADOLID,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
VALENCIA,VALLADOLID,LEMAN LTS  S.L.,2080,,,,,,,,,,trafico@pereztejedor.com,,
VALENCIA,VALLADOLID,AGENCIA TRANSPORTES ROBLEDO  S.L.,643,,,,,,,,676 33 98 59 ,,asturias@robledologistics.com,,SI
VALENCIA,VALLADOLID,TRANSPORTES CARLOS PASTOR ENJUTO  S.L.,1493,,,,,,,,670306049,,,,
VALENCIA,VALLADOLID,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
VALENCIA,VALLADOLID,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,VALLADOLID,LOGISTICA HERMANOS ORDOÑEZ  S.L.,131,,,,,,,,,,logisticahnosordonez@gmail.com,,
VALENCIA,VALLADOLID,MIGUEL ANGEL CID GARCIA,1055,,,,,,,,,,angelcid8@hotmail.com,,
VALENCIA,VALLADOLID,TRANSPOUSADA  S.L.,221,,,,,,,,,,transpousada@hotmail.es,,
VALENCIA,VALLADOLID,A.T. LUIS MIGUEL MUÑOZ GIL S.L.U.,612,,,,,,,,,,administracion@lmglogistic.com,,
VALENCIA,VALLADOLID,MIGUEL ANGEL VELASCO GARCIA,211,,,,,,,,,,malaque@hotmail.es,,
VALENCIA,VALLADOLID,OPERADOR DE TRANSPORTES JULSA  S.L.,677,,,,,,,,655847288,,otjulsa@gmail.com,,
VALENCIA,VALLADOLID,JUAN JOSE RODRIGUEZ GARCIA,2450,,,,,,,,,,,,
VALENCIA,ZARAGOZA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
VALENCIA,ZARAGOZA,JORGE BONDIA TRANSPORTS  S.L.,113,,,,,,,,670 35 79 19 ,,sybtrans@hotmail.com,,NO
VALENCIA,ZARAGOZA,VELOCITY TRANSINTERNACIONAL  S.L.,491,,,,,,,,656388570,,trafico@transportevelocity.com,,
VALENCIA,ZARAGOZA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
VALENCIA,ZARAGOZA,SAFE SOLUTIONS LOGISTICS  S.L.,2313,,,,,,,,,,,,
VALENCIA,ZARAGOZA,RAIMUNDO GIL MALO,156,,,,,,,,,,rgilmalo@hotmail.es,,
VALENCIA,ZARAGOZA,RUTAS NICOLAS  S.L.,166,,,,,,,,,,rutasnicolas@hotmail.com,,
VALENCIA,ZARAGOZA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
VALENCIA,ZARAGOZA,LARATRANS SERV.LOGIST Y TTES.S.L,128,,,,,,,,,,trafico@laratrans.com,,
VALENCIA,ZARAGOZA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,ZAMORA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
VALENCIA,ZAMORA,EUROPILLOW  S.L.,269,,,,,,,,,,ctir.salamanca@gmail.com,,
VALENCIA,ZAMORA,ABC LOGISTIC MULTIMODAL  S.L.,2337,,,,,,,,,,trafico@abclogistic.es,,
VALENCIA,ZAMORA,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
VALENCIA,ZAMORA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
VALENCIA,ZAMORA,VERDET CARRATALA  S.A.,237,,,,,,,,,,vercasa@vercasa.net,,
