origen;destino;nombre_transportista;total_viajes;codigo;codigo_referencia;direccion;ciudad;provincia;pais;nif;telefono;telefono_movil;email;adr;completo
JAEN;SEVILLA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
TOLEDO;VALENCIA  ;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
VALENCIA;BARCELONA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
MADRID;CACERES;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;LEON;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
MADRID ;BARCELONA;MANUEL RUA LORENZO;;;;;;;;;;629220034;rualorenzomanuel@gmail.com;;
CIUDAD REAL;VALENCIA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
GUIPUZCOA;BARCELONA;NAYATRANS LOGISTICA S.L.;;;;;;;;;;976150010;trafico@nayatrans.com;;
BADAJOZ;VALENCIA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
VALENCIA;PALENCIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
CANTABRIA;BARCELONA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
GUIPUZCOA;VALENCIA;"TRANSPORTES RUBIO VILLORA S.L.
";;;;;;;;;;659629750;"ttesrubio@hotmail.es
";;
VIZCAYA;ZARAGOZA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
CASTELLON;BARCELONA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
MADRID;ALMERIA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
ASTURIAS;BARCELONA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;HUESCA;TRANSPORTES LOS PARRONES S.L.;;;;;;;;;;600541539;transportesmdparronlopez@hotmail.com;;
VALLADOLID;BARCELONA;ANATOLIE SAVCIUC;;;;;;;;;;671774233;savciucanatolie@gmail.com;;
JAEN;SEVILLA;ALEJANDRO TOMAS IZQUIERDO TENA;;;;;;;;;;603405050;amit.transportes@gmail.com;;
VALENCIA;SORIA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
SEVILLA;BARCELONA;IBERCONDOR BARCELONA S.A.;;;;;;;;;;934874761;oalvarez.bcn@ibercondor.com;;
ALGECIRAS;CORDOBA;TRANSPORTES A J LOPEZ CARRION S.L.;;;;;;;;;;685815968;transporteslopcarr@gmail.com;;
VALENCIA;GUIPUZCOA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
CIUDAD REAL;BARCELONA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
VALENCIA;ZARAGOZA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
TERUEL;VALENCIA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
VALENCIA;LEON;CRISTIAN BACAREA;;;;;;;;;;663388873;cbacarea@gmail.com;;
GUIPUZCOA;MADRID;TRANSPORTES LAZTIMENDI S.L.;;;;;;;;;;943042064;olatz@laztimendi.com;;
BARCELONA;GUIPUZCOA;EXE GLOBAL FORWARDERS S.L.(ENVIOXENVIO);;;;;;;;;;645424201;trafico@envioxenvio.es;;
ALCASSER;BARCELONA;PARRA SANJUAN JUAN ANTONIO;;;;;;;;;;653279509;parrajuan2001.jp@gmail.com;;
ALGECIRAS;MALAGA;TRANS BULL & SERR SL;;;;;;;;;;954520965;info@transportesbulnes.com;;
CACERES;VALENCIA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
VALENCIA;GUIPUZCOA;ITRANS SOCIEDAD COOPERATIVA;;;;;;;;;;943404722;trafico@itranscooperativa.com;;
VIZCAYA;VALENCIA;LARATRANS SERV.LOGIST Y TTES.S.L;;;;;;;;;;902202037;trafico@laratrans.com;;
MADRID ;BARCELONA;ALCOTRANSA GRUPO LOGISTICO S.L.;;;;;;;;;;961340244;jlhoyos@grupoalcotransa.com;;
SEGOVIA;VALENCIA  ;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
VALENCIA;ASTURIAS;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
VIZCAYA;BARCELONA;TRANSPORTES EUFRASIO S.L.;;;;;;;;;;620252957;transporteseufrasiogl@gmail.com;;
HUESCA;VALENCIA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
ASTURIAS;VALENCIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
VALENCIA;BADAJOZ;HIRUTRANS GARRAIOAK S.L. (HTG EXPRESS);;;;;;;;;;943634951;admon@htg-express.com;;
CANTABRIA;PONTEVEDRA;GALITRUCK LOGISTICA S.L.;;;;;;;;;;886060651;galitrucklogistica@galitruck.com;;
GUADALAJARA;VALENCIA  ;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
VALENCIA;GERONA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
VALENCIA;SALAMANCA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
VALENCIA;VIZCAYA;GONHER-EXPRESS S.L.;;;;;;;;;;946714807;;;
VILLANOVA;VILLANOVA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
VALENCIA;VALENCIA;LOGISTICA DALUC S.L.;;;;;;;;;;669006925;administracion@logisticadaluc.com;;
VIZCAYA;VALENCIA;LOGISTICA JAVIER TALAVERA S.L.U.;;;;;;;;;;962163161;administracion@sertranin.com;;
VALENCIA;SEGOVIA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
LA RIOJA;BARCELONA;JOSE LUIS SAEZ MURILLO;;;;;;;;;;618518082;santojinete@hotamil.com;;
BARCELONA;CASTELLON;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
VALENCIA;MADRID ;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
VALENCIA;CADIZ;TRANSPORTES MOYA LOGISTICA INTEGRAL SL;;;;;;;;;;608553000;luis.m.moya.v@gmail.com;;
NAVARRA;VALENCIA;TRANSEUROQUIP S.L;;;;;;;;;;961667070;rafa@transeuroquip.com;;
MADRID;MALAGA;LOGISTICA Y PAQUETERÍA HORECA S.L.;;;;;;;;;;610291305;trafico2@lphlogistica.com;;
ALGECIRAS;GRANADA;CASH ALIMENTACION SECOR S.L.;;;;;;;;;;654354496;;;
BURGOS;VALENCIA;TRANSPORTS PINEDA MORELL S.L.;;;;;;;;;;965761177;;;
TERUEL;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
ALGECIRAS;CORDOBA;J.A. MOYA TRANSPORTES SEVILLA S.L.;;;;;;;;;;666457178;jamoyatransportessevilla@gmail.com;;
NAVARRA;VALENCIA;BONTRANSPORT S. L.;;;;;;;;;;960590198;bontransportsl@gmail.com;;
BURGOS;PONTEVEDRA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
ZARAGOZA;BARCELONA;URMENETA PLANAS JOSEP;;;;;;;;;;676206225;;;
VALENCIA;TERUEL;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
GUIPUZCOA;VALENCIA;SATFER ESPAÑA S.L.;;;;;;;;;;962681200;gus.amoros@satfer.es;;
NAVARRA;VALENCIA;TRANSBIDASOA S.A;;;;;;;;;;948637875;nacional@transbidasoa.com;;
VALENCIA;TARRAGONA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
VALENCIA;MALAGA;GUERRERO QUINTERO JOSE;;;;;;;;;;667586365;;;
VALENCIA;HUELVA;TRANSPORTES A J LOPEZ CARRION S.L.;;;;;;;;;;685815968;transporteslopcarr@gmail.com;;
ZAMORA;VALENCIA;TRANSPALOMARES LLONGO S.L.;;;;;;;;;;961985599;transpalomares@transpalomares.com;;
VIZCAYA;VALENCIA;SERGIO BENEDICTO GIMENO;;;;;;;;;;602687913;sergiobgtransportes@gmail.com;;
GUIPUZCOA;VALENCIA;AC TRUCKS S.C.P.;;;;;;;;;;943646036;actrucksscp@gmail.com;;
VALENCIA;CACERES;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
MADRID;CUENCA;TRANS JOAQUIN BUENDIA S.L.U.;;;;;;;;;;961514924;info@transjbuendia.com;;
BARCELONA;VIZCAYA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
VALENCIA;PONTEVEDRA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
HUESCA;BARCELONA;TRANSPORTES MARTIN PORRAS E HIJOS S.L.;;;;;;;;;;938415050;mporras_20@hotmail.com;;
CADIZ;CADIZ;ZERPA MARTINEZ JUAN CARLOS;;;;;;;;;;615231052;CANIQUITRANS@GMAIL.COM;;
GUIPUZCOA;BARCELONA;JORGE BALLESTEROS ALONSO ;;;;;;;;;;629231431;;;
GUIPUZCOA;VALENCIA;ABANT SERVICIOS LOGISTICOS S.L.;;;;;;;;;;963848500;trafico@abantlogistica.com;;
GUIPUZCOA;VALENCIA;PEREZ CARCEDO ANGEL OCTAVIO;;;;;;;;;;629401348;angelorenaper@yahoo.es;;
BURGOS;BARCELONA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
VALENCIA;VIZCAYA;SCHENKER LOGISTICS S.A.U.;;;;;;;;;;934042626;;;
ZARAGOZA;VALENCIA;RUTAS NICOLAS S.L.;;;;;;;;;;677503116;rutasnicolas@hotmail.com;;
BARCELONA;CASTELLON;JUAN ANTONIO GARCIA GOMEZ;;;;;;;;;;639004672;JUANGARGO@GMAIL.COM;;
VIZCAYA;MADRID;A.T. IRAZABAL FIKA S.L. ;;;;;;;;;;629885922;irazabalfika@gmail.com;;
VALENCIA;TERUEL;VANESSA DE LA ROSA ENCARNACION;;;;;;;;;;616997050;vanelogistica.rl@gmail.com;;
madrid;VALENCIA;HIRUTRANS GARRAIOAK S.L. (HTG EXPRESS);;;;;;;;;;943634951;admon@htg-express.com;;
CACERES;VALENCIA;RIBATRANS 2010 S.L.U.;;;;;;;;;;+34 927105548;trafico@ribatrans.es;;
VALENCIA;BADAJOZ;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
HUESCA;VALENCIA;MARIO CAMUS GALLEGO;;;;;;;;;;960705781;mariocamusgallego@hotmail.com;;
BARCELONA;AVILA;SERTRANS CATALUNYA S.A.;;;;;;;;;;934627767;juanrodriguez@sertrans.es;;
VALENCIA;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
BARCELONA;GRANADA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
CASTELLON;VALENCIA ;MOTRANSVAL S.L.;;;;;;;;;;96708342;pablorozalen@montransval.com;;
ALGECIRAS;GRANADA;ZERPA MARTINEZ JUAN CARLOS;;;;;;;;;;615231052;CANIQUITRANS@GMAIL.COM;;
TARRAGONA;VALENCIA;TRANSFONT S.L.;;;;;;;;;;933362697;transfont@transfont.com;;
VALENCIA;ASTURIAS;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
CANTABRIA;BARCELONA;TRANSPORTES PALAZUELOS ALVAREZ S.L.;;;;;;;;;;696408181;sarytranss@hotmail.com;;
BARCELONA;CANTABRIA;TTES. Y LOGISTICA RAMON GUTIERREZ S.L.;;;;;;;;;;639594463;trafico@transportesgutierrez.es;;
MADRID;ASTURIAS;FERNANDEZ RODRIGUEZ CARLOS;;;;;;;;;;609813748;;;
VALENCIA;VALLADOLID;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
GRANADA;VALENCIA;CASH ALIMENTACION SECOR S.L.;;;;;;;;;;654354496;;;
BARCELONA;LA RIOJA;TAFATRANS LOGISTICA Y SERVICIOS S.L.;;;;;;;;;;902232600;trafico@grupotafatrans.com;;
BURGOS;VALENCIA;TRANSPORTES ALVAR GR S.L.U.;;;;;;;;;;618939791;transportesalvargr@hotmail.com;;
BARCELONA;LEON;ANTONIO RUIZ XICOTA;;;;;;;;;;666569336;xicota_express@yahoo.es;;
BARCELONA;MURCIA;MULTISERVICIOS EXPRESS S.L.;;;;;;;;;;965070809;trafico.gestion@multiserviciosexpress.es;;
BARCELONA;GUIPUZCOA;FICALTO 2010 COMERCIAL DE TRANSPORTE S.;;;;;;;;;;;;;
VALENCIA;MADRID ;TRANSFONT S.L.;;;;;;;;;;933362697;transfont@transfont.com;;
VALENCIA;TOLEDO;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
CANTABRIA;MADRID;GUTTRANS S.L;;;;;;;;;;985980876;info@guttrans.com;;
GRANADA;VALENCIA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
NAVARRA;VALENCIA;IGNACIO JAVIER DIEZ VEGA;;;;;;;;;;665855902;volvo6910@hotmail.com;;
BADAJOZ;BARCELONA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
ALGECIRAS;MALAGA;J.A. MOYA TRANSPORTES SEVILLA S.L.;;;;;;;;;;666457178;jamoyatransportessevilla@gmail.com;;
GUIPUZCOA;BARCELONA;HIRUTRANS GARRAIOAK S.L. (HTG EXPRESS);;;;;;;;;;943634951;admon@htg-express.com;;
TERUEL;VALENCIA;DORIMAR TRANSPORTES 2017 SL;;;;;;;;;;648031817;;;
MADRID;MADRID;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
ASTURIAS;VALENCIA;ROMERO MUÑOZ DANIEL;;;;;;;;;;;2411DANIELROMERO@GMAIL.COM;;
BARCELONA;GRANADA;CARGOCASITODO S.L.;;;;;;;;;;953033790;trafico@cargocasitodo.com;;
STOCK CARGO, S.L.;BARCELONA;VELOCITY TRANSINTERNACIONAL S.L.;;;;;;;;;;961977960;trafico@transportevelocity.com;;
GUIPUZCOA;BARCELONA;NOA CARGO S.L.;;;;;;;;;;943568910;noacargo@noacargo.com;;
VALENCIA;ASTURIAS;TRANSPORTES RELLAN 2002 S.L.;;;;;;;;;;638276427;transportesrellan@hotmail.com;;
TARRAGONA;MADRID;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
SEGOVIA;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
PALENCIA;VALENCIA;LOFRI LOGISTIC PANEUROPEAN S.L.;;;;;;;;;;609667167;delegacion.albacete@lofri.es;;
GRANADA;MADRID;CASH ALIMENTACION SECOR S.L.;;;;;;;;;;654354496;;;
ALGECIRAS;HUELVA;ZERPA MARTINEZ JUAN CARLOS;;;;;;;;;;615231052;CANIQUITRANS@GMAIL.COM;;
VIZCAYA;BARCELONA;TRANSCUÑA S.L.;;;;;;;;;;941486877;transcuna@yahoo.es;;
CADIZ;GUIPUZCOA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
ALAVA;VALENCIA;TTES.  JOSE SORIANO CLEMENTE S.L.;;;;;;;;;;647754731;t.josesoriano@gmail.com;;
LA RIOJA;BARCELONA;TRUCK AND WHEEL S.L.;;;;;;;;;;902933720;trafico.pamplona@tw-group.com;;
ASTURIAS;BARCELONA;TRANSMARAÑA S.L.;;;;;;;;;;985308800;transporte@grupomarana.com;;
VALENCIA;VIZCAYA;TRANSPORTES RODRIGUEZ CARNERO S.L.;;;;;;;;;;943/800022;;;
BURGOS;VIZCAYA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
VIZCAYA;BARCELONA;JOSE ANTONIO CAMPILLO AGUILERA;;;;;;;;;;678296615;campillo.tir@gmail.com;;
SABADELL;SABADELL;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
BURGOS;VALENCIA;FRANCISCO JAVIER AGUILERA DOMINGO ;;;;;;;;;;649479577;pormiscojones33@hotmail.com;;
VALENCIA;GRANADA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
CADIZ;SEVILLA;MARIN ROIG RODRIGUEZ EDUARDO;;;;;;;;;;629846355;eduardomarin1968@gmail.com;;
BARCELONA;ZARAGOZA;RINSE SERVICIOS LOGISTICOS S.L;;;;;;;;;;629221636;rinse@rinse.es;;
LA RIOJA;BARCELONA;CALVANENSE LOPEZ ALVARO;;;;;;;;;;;alvarocalvanense@gmail.com;;
VALENCIA;VALLADOLID;LOGISTICA HERMANOS ORDOÑEZ S.L.;;;;;;;;;;983040304;logisticahnosordonez@gmail.com;;
ZARAGOZA;BARCELONA;EJE DEL EBRO S.L. ;;;;;;;;;;948314299;;;
MADRID;CADIZ;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
VALENCIA;SEGOVIA;DISTRIBUCION ALIMENTARIA BARTOLOME SANZ;;;;;;;;;;921433181;distrubal@hotmail.com;;
HUELVA;ALEMANIA;LIBRA LOGISTIC SERVICES S.L.;;;;;;;;;;935600922;"IMPORT@LIBRALOGISTIC.COM;EXPORT@LIbRALOGISTIC.COM";;
ALICANTE;BARCELONA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
LA RIOJA;VALENCIA;SOLANO LOGISTICA FROGORIFICA S.L.;;;;;;;;;;670869646;slf@frutas-solano.com;;
SEVILLA;SEVILLA;ZERPA MARTINEZ JUAN CARLOS;;;;;;;;;;615231052;CANIQUITRANS@GMAIL.COM;;
GUADALAJARA;BARCELONA;TEJERO LAFUENTE FRANCISCO JAVIER;;;;;;;;;;976897190;trafico@trailer10.es;;
CANTABRIA;VALENCIA;LEBECUESTA S.A.;;;;;;;;;;985414005;transportes@lebecuesta.com;;
BARCELONA;NAVARRA;JUAN JOSE ZABALETA ZABALETA;;;;;;;;;;620214877;jujozza@gmail.com;;
GUADALAJARA;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
BARCELONA;NAVARRA;TTES. JUAN P. AZKONA S.L.U;;;;;;;;;;948670927;jp.azkona@hotmail.com;;
CANTABRIA;CANTABRIA;GUTTRANS S.L;;;;;;;;;;985980876;info@guttrans.com;;
MADRID;SEGOVIA;DISTRIBUCION ALIMENTARIA BARTOLOME SANZ;;;;;;;;;;921433181;distrubal@hotmail.com;;
VALENCIA;HUESCA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
SEVILLA;VALENCIA;TRANSPORTES A J LOPEZ CARRION S.L.;;;;;;;;;;685815968;transporteslopcarr@gmail.com;;
BARCELONA;NAVARRA;TRANS SANGUESA S.L.;;;;;;;;;;948430210;transanguesa2@tlefonica.net;;
BARCELONA;CORDOBA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
GUIPUZCOA;BARCELONA;TRANSPORTE Y LOGISTICA SJM 2018 S.L.;;;;;;;;;;944558724;info@sjmlogitrans.es;;
BARCELONA;NAVARRA;ANDRES MADORRAN S.L.;;;;;;;;;;902200700;contabilidad@transportesmadorran.com;;
VALENCIA;CORUÑA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
NAVARRA;BARCELONA;TTES. JUAN P. AZKONA S.L.U;;;;;;;;;;948670927;jp.azkona@hotmail.com;;
VALENCIA;ASTURIAS;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
BARCELONA;GUIPUZCOA;GACELA LOGISTICA S.L.;;;;;;;;;;943626299;;;
BARCELONA;VALLADOLID;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
VALENCIA;PONTEVEDRA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
VALENCIA;ALBACETE;VELOCITY TRANSINTERNACIONAL S.L.;;;;;;;;;;961977960;trafico@transportevelocity.com;;
VALENCIA;CACERES;VIROSQUE TRANSPORTE Y LOGISTICA S.L.;;;;;;;;;;961597520;virosque1@movistar.net;;
BARCELONA;ALAVA;LGK S.L.;;;;;;;;;;946257540;LGK@LGK.ES;;
CANTABRIA;PONTEVEDRA;AGENCIA TRANSPORTES ROBLEDO S.L.;;;;;;;;;;936388321;celso@robledologistics.com;;
GRANADA;CADIZ;LOGISTICA Y PAQUETERÍA HORECA S.L.;;;;;;;;;;610291305;trafico2@lphlogistica.com;;
VALENCIA;NAVARRA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
VALENCIA;NAVARRA;GRUPO LOGISTICO ARNEDO S.L.U.;;;;;;;;;;902148484;teo.calvo@grupoarnedo.com;;
ESTONIA;BARCELONA;EXE GLOBAL FORWARDERS S.L.(ENVIOXENVIO);;;;;;;;;;645424201;trafico@envioxenvio.es;;
VALENCIA;ALAVA;CARGAS INTERNACIONALES ALICANTE S.L.;;;;;;;;;;965286936;vidal@transportesvidal.com;;
SALAMANCA;BARCELONA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
BARCELONA;LA CORUÑA;ELADIO PEREZ PEREZ;;;;;;;;;;627367759;eladio.p@hotmail.com;;
BARCELONA;SALAMANCA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;LERIDA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
MADRID;GRANADA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
BARCELONA;BURGOS;TRANS ROBEMAR S.L.U.;;;;;;;;;;696428999;roberto@trans-robemar.es;;
VALENCIA;ORENSE;GAGOTRANS LALIN S.L.;;;;;;;;;;986787203;trafico@gagotrans.com;;
PONTEVEDRA;MADRID;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
MADRID;AVILA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
VALENCIA;AVILA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
ASTURIAS;VALENCIA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
BARCELONA;GUIPUZCOA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
MADRID;STOCK CARGO, S.L.;NINJATRUCK S.L. ONTRUCK;;;;;;;;;;911985446;ops@ontruck.com;;
VALENCIA;VIZCAYA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
ASTURIAS;MADRID;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
VALENCIA;LEON;ADOLFO PEREZ GARCIA;;;;;;;;;;666534047;trans.adolfoperez@yahoo.es;;
BILBAO;BARCELONA;TRANSPORTES RODRIGUEZ CARNERO S.L.;;;;;;;;;;943/800022;;;
HUESCA;BARCELONA;LIBERTIA SOLUCIONES LOGISTICAS S.L.U ;;;;;;;;;;957088960;raquel.morales@libertia-logistica.com;;
BARCELONA;ALAVA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
VALENCIA;VALENCIA;MARIA PILAR NIEVES LOPEZ PLA;;;;;;;;;;605942061;javiermartinezcuenca@hotmail.com;;
BARCELONA;GUIPUZCOA;TRANSPORTES ARTURO TABERNERO S.L.;;;;;;;;;;+34 609276801;arturo@arturotabernero.com;;
ZARAGOZA;ZARAGOZA;A.T. SAROSA LEVANTE S.L.;;;;;;;;;;902444477;gruposarosa@gruposarosa.com;;
TARRAGONA;VALENCIA;MOTRANSVAL S.L.;;;;;;;;;;96708342;pablorozalen@montransval.com;;
BARCELONA;VALENCIA ;MARIA PILAR NIEVES LOPEZ PLA;;;;;;;;;;605942061;javiermartinezcuenca@hotmail.com;;
HUESCA;VALENCIA;MANERO PEREZ JUAN CARLOS;;;;;;;;;;607469495;trans.manero@telefonica.net;;
NAVARRA;VALENCIA;JOSE CARMELO PAINO PEREZ;;;;;;;;;;608177752;carmelopaino64@gmail.com;;
MADRID;CASTELLON;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
ALICANTE;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
TARRAGONA;VALENCIA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
BARCELONA;ORENSE;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
PALENCIA;VALENCIA;TRANSPORTES DEL OLMO HERMANOS S.A;;;;;;;;;;983218162;trafico@transportesdelolmo.es;;
BARCELONA;PONTEVEDRA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
BARCELONA;LA CORUÑA;CAMAÑO E HIJOS;;;;;;;;;;630179933;trafico@transportescaamanoehijos.es;;
BARCELONA;MADRID;GRUPO ENLACE LOGISTICO INT S.L. ;;;;;;;;;; 91 677 76 75;;;
VALLADOLID ;VALENCIA;TRANSPORTES EL MIELERO S.L.;;;;;;;;;;967254281;transerranos@hotmail.com;;
BARCELONA;ALAVA;CARMELO IBABE ARCAUZ;;;;;;;;;;639674451;karmeloibabe@gmail.com;;
ZAMORA;VALENCIA;REDRAPID BALEAR S.L.(LOGISTICS ROTGER);;;;;;;;;;687532512;jcnunez@logisticsrotger.com;;
